#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
829209	3320	660	109552	107128	-	-	HSP90AA1	BMX	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	ETK|PSCTK2|PSCTK3	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P51813	-	NP_975010|NP_001712|NP_001307795	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829210	3320	55351	109552	120631	-	UNQ3003/PRO9744	HSP90AA1	STK32B	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	HSA250839|STK32|STKG6|YANK2	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q9NY57	-	NP_060871	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829211	3320	3480	109552	109701	-	-	HSP90AA1	IGF1R	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CD221|IGFIR|IGFR|JTK13	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P08069	C9J5X1	NP_000866|NP_001278787	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829212	3320	51347	109552	119490	-	-	HSP90AA1	TAOK3	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	DPK|JIK|MAP3K18	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q9H2K8	-	NP_001333416|NP_001333417|NP_001333421|NP_001333420|NP_001333418|NP_001333419|NP_057365|NP_001333422	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829213	3320	4920	109552	110974	-	RP11-8I8.2	HSP90AA1	ROR2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	BDB|BDB1|NTRKR2	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q01974	-	NP_004551	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829214	3320	5590	109552	111576	-	RP11-181G12.1	HSP90AA1	PRKCZ	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PKC-ZETA|PKC2	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q05513	-	NP_001028754|NP_002735|NP_001229803|NP_001028753	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829215	3320	5753	109552	111720	-	-	HSP90AA1	PTK6	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	BRK	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q13882	-	NP_001243287|NP_005966	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829216	3320	2066	109552	108378	-	-	HSP90AA1	ERBB4	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	ALS19|HER4|p180erbB4	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q15303	-	NP_005226|NP_001036064	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829217	3320	23178	109552	116790	-	-	HSP90AA1	PASK	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PASKIN|STK37	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q96RG2	B7Z7R6|B7Z7V7	NP_001239048|NP_055963|NP_001239053|NP_001239049|NP_001239051	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829218	3320	5218	109552	111239	-	-	HSP90AA1	CDK14	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PFTAIRE1|PFTK1	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	O94921	B4DK59|E7EUK8	NP_001274065|NP_036527|NP_001274066|NP_001274064	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829219	3320	4593	109552	110679	-	RP11-104M22.1	HSP90AA1	MUSK	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	-	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	O15146	A0A087WSY1	NP_001159753|NP_001159752|NP_005583	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829220	3320	5747	109552	111719	-	-	HSP90AA1	PTK2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	FADK|FAK|FAK1|FRNK|PPP1R71|p125FAK|pp125FAK	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q05397	Q59GM6|E7ESA6|Q658W2	NP_001339634|NP_001339635|NP_001339636|NP_001339637|NP_001339630|NP_001339631|NP_001339632|NP_001339633|NP_001339638|NP_001339639|NP_001339643|NP_001339641|NP_001339640|NP_001339669|NP_001339668|NP_001339645|NP_001339644|NP_001339647|NP_001339646|NP_001339649|NP_001339648|NP_001339661|NP_001339660|NP_001339667|NP_001339666|NP_001339665|NP_001339664|NP_001339627|NP_001339626|NP_001339625|NP_001339624|NP_001339623|NP_722560|NP_005598|NP_001339629|NP_001339628|NP_001339670|NP_001186578|NP_001339662|NP_001339676|NP_001339663|NP_001339642|NP_001339656|NP_001339657|NP_001339654|NP_001339655|NP_001339652|NP_001339653|NP_001339650|NP_001339651|NP_001303271|NP_001339671|NP_001339672|NP_001339673|NP_001339674|NP_001339675|NP_001339658|NP_001339659	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829221	3320	5587	109552	111573	-	-	HSP90AA1	PRKD1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PKC-MU|PKCM|PKD|PRKCM	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q15139	F8WBA3	NP_001316998|NP_002733	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829222	3320	282974	109552	129429	-	RP11-140A10.1	HSP90AA1	STK32C	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PKE|YANK3	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q86UX6	-	NP_001305807|NP_001305808|NP_775846	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829223	3320	5871	109552	111809	-	-	HSP90AA1	MAP4K2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	BL44|GCK|RAB8IP	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q12851	A0A024R567	NP_004570|NP_001294919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829224	3320	9641	109552	115000	-	RP11-534L20.1	HSP90AA1	IKBKE	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	IKK-E|IKK-i|IKKE|IKKI	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q14164	A0A075B7B4	NP_001180250|NP_001180251|NP_054721	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829225	3320	9212	109552	114646	-	-	HSP90AA1	AURKB	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829226	3320	5584	109552	111570	-	-	HSP90AA1	PRKCI	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	DXS1179E|PKCI|nPKC-iota	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P41743	-	NP_002731	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829227	3320	2185	109552	108480	-	-	HSP90AA1	PTK2B	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q14289	-	NP_775267|NP_775266|NP_775268|NP_004094	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829228	3320	50488	109552	119075	-	-	HSP90AA1	MINK1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	B55|MAP4K6|MINK|YSK2|ZC3|hMINK|hMINKbeta	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q8N4C8	-	NP_722549|NP_733763|NP_001020108|NP_056531|NP_001308165	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829229	3320	91754	109552	124876	-	-	HSP90AA1	NEK9	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	NERCC|NERCC1|Nek8	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q8TD19	Q6PKF2	NP_001316167|NP_001316166|NP_149107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829230	3320	1613	109552	107983	-	-	HSP90AA1	DAPK3	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	DLK|ZIP|ZIPK	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	O43293	B3KNJ3	NP_001339|NP_001362587	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829231	3320	10645	109552	115889	-	-	HSP90AA1	CAMKK2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CAMKK|CAMKKB	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q96RR4	A0A024RBQ0|A0A024RBQ3|A0A024RBP8|A0A024RBP6	NP_001257415|NP_001257414|NP_705720|NP_006540|NP_757363|NP_757364|NP_757365|NP_705719|NP_757380	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829232	3320	208	109552	106711	-	-	HSP90AA1	AKT2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P31751	B4DG79	NP_001317440|NP_001229957|NP_001617|NP_001229956	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829233	3320	56924	109552	121251	-	-	HSP90AA1	PAK6	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PAK5	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q9NQU5	A0A024R9Q4	NP_001122100|NP_001122101|NP_064553|NP_001263647|NP_001263646	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829234	3320	814	109552	107264	-	-	HSP90AA1	CAMK4	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CaMK IV|CaMK-GR|IV|caMK	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q16566	-	NP_001310305|NP_001310303|NP_001735|NP_001310304|NP_001310306	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829235	3320	25865	109552	117384	-	HSPC187	HSP90AA1	PRKD2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	PKD2|nPKC-D2	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q9BZL6	Q8NCK8	NP_057541|NP_001073350|NP_001073351|NP_001073349	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829236	3320	6195	109552	112109	-	RP11-492M19.2	HSP90AA1	RPS6KA1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	HU-1|MAPKAPK1A|RSK|RSK1|p90Rsk	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q15418	E9PRI4	NP_002944|NP_001317370|NP_001006666	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829237	3320	815	109552	107265	-	-	HSP90AA1	CAMK2A	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CAMKA	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q9UQM7	A8K161|Q8IWE0|Q7LDD5	NP_741960|NP_057065|NP_001350918|NP_001350919|NP_001355954	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829238	3320	816	109552	107266	-	-	HSP90AA1	CAMK2B	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CAM2|CAMK2|CAMKB	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q13554	A4D2J9|B7Z1Z6	NP_001280099|NP_742079|NP_742078|NP_001211|NP_742076|NP_742077|NP_742075|NP_742081|NP_742080	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829239	3320	817	109552	107267	-	-	HSP90AA1	CAMK2D	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CAMKD	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q13557	E9PF82|A0A024RDK3|D6R938	NP_001308519|NP_001308518|NP_001308521|NP_001308511|NP_001308510|NP_001308513|NP_001308512|NP_001308515|NP_001308514|NP_001308517|NP_001308516|NP_001308498|NP_001308499|NP_001308495|NP_001308496|NP_001308497|NP_742113|NP_742112|NP_001212|NP_001308508|NP_001308509|NP_001308506|NP_001308507|NP_001308504|NP_001308505|NP_001308502|NP_001308503|NP_001308500|NP_001308501|NP_001308520|NP_742125|NP_742126|NP_742127	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829240	3320	1196	109552	107607	-	-	HSP90AA1	CLK2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	-	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P49760	B1AVT0|A8K7I0|B7Z8N6	NP_001281267|NP_003984|NP_001281268	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829243	269	3320	106766	109552	-	-	AMHR2	HSP90AA1	AMHR|MISR2|MISRII|MRII	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	Q16671	-	NP_065434|NP_001158162|NP_001158163	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829244	22858	3320	116527	109552	-	-	ICK	HSP90AA1	ECO|LCK2|MRK	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829245	5681	3320	111654	109552	-	-	PSKH1	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	P11801	-	NP_006733	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829246	369	3320	106864	109552	RP1-230G1.1	-	ARAF	HSP90AA1	A-RAF|ARAF1|PKS2|RAFA1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	P10398	Q96II5|A0A024R178	NP_001645|NP_001243126|NP_001243125	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829247	3985	3320	110173	109552	-	-	LIMK2	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	P53671	A0A024R1H6|A0A024R1M2	NP_005560|NP_057952|NP_001026971	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829248	2534	3320	108810	109552	RP1-66H14.1	-	FYN	HSP90AA1	SLK|SYN|p59-FYN	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	P06241	-	NP_002028|NP_001357458|NP_694593|NP_694592	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829249	1326	3320	107719	109552	RP11-449I17.8	-	MAP3K8	HSP90AA1	COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	P41279	-	NP_001231063|NP_005195	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829250	4921	3320	110975	109552	RP11-572K18.1	-	DDR2	HSP90AA1	MIG20a|NTRKR3|TKT|TYRO10	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	Q16832	A0A024R906	NP_001014796|NP_006173	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829251	2931	3320	109186	109552	-	-	GSK3A	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	P49840	A0A024R0L5	NP_063937	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829252	23617	3320	117150	109552	-	-	TSSK2	HSP90AA1	DGS-G|SPOGA2|STK22B|TSK2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	Q96PF2	A0ZT99	NP_443732	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
829253	11140	3320	116312	109552	-	-	CDC37	HSP90AA1	P50CDC37	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	Q16543	A0A024R7B7	NP_008996	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
