#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
684899	9212	51343	114646	119489	-	-	AURKB	FZR1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1	Affinity Capture-Western	physical	Nguyen HG (2005)	PUBMED:15923616	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9UM11	-	NP_057347|NP_001129669|NP_001129670	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684900	991	9212	107427	114646	-	-	CDC20	AURKB	CDC20A|bA276H19.3|p55CDC	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Nguyen HG (2005)	PUBMED:15923616	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q12834	-	NP_001246	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684901	51343	9212	119489	114646	-	-	FZR1	AURKB	CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Nguyen HG (2005)	PUBMED:15923616	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UM11	-	NP_057347|NP_001129669|NP_001129670	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684903	9212	996	114646	107431	-	-	AURKB	CDC27	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	Affinity Capture-Western	physical	Nguyen HG (2005)	PUBMED:15923616	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P30260	G5EA36|B4DL80	NP_001339980|NP_001280018|NP_001339964|NP_001280020|NP_001107563|NP_001339979|NP_001339978|NP_001247|NP_001339976	-	-	-	-	-	-	Homo sapiens	Homo sapiens
697383	1540	9212	107920	114646	HSPC057	-	CYLD	AURKB	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Sun L (2010)	PUBMED:20593489	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQC7	A0A024R6T1	NP_001365676|NP_056062|NP_001035814|NP_001365680|NP_001365681|NP_001365682|NP_001365679|NP_001365678|NP_001035877|NP_001365674|NP_001365677|NP_001365675|NP_001365673|NP_001365672	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
697384	1540	9212	107920	114646	HSPC057	-	CYLD	AURKB	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Sun L (2010)	PUBMED:20593489	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQC7	A0A024R6T1	NP_001365676|NP_056062|NP_001035814|NP_001365680|NP_001365681|NP_001365682|NP_001365679|NP_001365678|NP_001035877|NP_001365674|NP_001365677|NP_001365675|NP_001365673|NP_001365672	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
697409	9212	8290	114646	113895	-	-	AURKB	HIST3H3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H3.4|H3/g|H3FT|H3t	Biochemical Activity	physical	Sun L (2010)	PUBMED:20593489	9606	9606	Low Throughput	-	Phosphorylation	kinase activity inhibited in the presence of cyld	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q16695	-	NP_003484	-	-	-	-	-	-	Homo sapiens	Homo sapiens
697410	9212	1058	114646	107487	-	-	AURKB	CENPA	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CENP-A|CenH3	Biochemical Activity	physical	Sun L (2010)	PUBMED:20593489	9606	9606	Low Throughput	-	Phosphorylation	kinase activity inhibited in the presence of cyld	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P49450	-	NP_001035891|NP_001800	-	-	-	-	-	-	Homo sapiens	Homo sapiens
697411	5524	9212	111516	114646	RP11-247A12.4	-	PPP2R4	AURKB	PP2A|PR53|PTPA	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Sun L (2010)	PUBMED:20593489	9606	9606	Low Throughput	-	Dephosphorylation	kinase activity inhibited in the presence of cyld	-	BIOGRID	Q15257	F6WIT2	NP_066954|NP_001258761|NP_001180326|NP_821070|NP_821067|NP_821068	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
716270	580	9212	107056	114646	-	-	BARD1	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Bosse KR (2012)	PUBMED:22350409	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99728	F6MDI1|F6MDI2|A0A087WZ19|A0A087X2H0|F6MDI0|A0AVN2	NP_001269478|NP_000456|NP_001269472|NP_001269474|NP_001269477	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
717912	84962	9212	124393	114646	-	-	AJUBA	AURKB	JUB	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Ferrand A (2009)	PUBMED:18710370	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96IF1	-	NP_932352|NP_116265|NP_001276026	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
717913	9212	701	114646	107166	-	-	AURKB	BUB1B	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	Affinity Capture-Western	physical	Ferrand A (2009)	PUBMED:18710370	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O60566	-	NP_001202	-	-	-	-	-	-	Homo sapiens	Homo sapiens
717914	9212	9212	114646	114646	-	-	AURKB	AURKB	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Ferrand A (2009)	PUBMED:18710370	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
717915	9212	84962	114646	124393	-	-	AURKB	AJUBA	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	JUB	Biochemical Activity	physical	Ferrand A (2009)	PUBMED:18710370	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q96IF1	-	NP_932352|NP_116265|NP_001276026	-	-	-	-	-	-	Homo sapiens	Homo sapiens
719222	51514	9212	119582	114646	RP11-15I11.1	-	DTL	AURKB	CDT2|DCAF2|L2DTL|RAMP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Ueki T (2008)	PUBMED:18542055	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZJ0	B4E0E6	NP_001273158|NP_001273159|NP_057532	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
720271	9212	22919	114646	116581	-	-	AURKB	MAPRE1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	EB1	Affinity Capture-Western	physical	Ban R (2009)	PUBMED:19696028	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q15691	-	NP_036457	-	-	-	-	-	-	Homo sapiens	Homo sapiens
720273	9212	10982	114646	116178	-	-	AURKB	MAPRE2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	EB1|EB2|RP1	Affinity Capture-Western	physical	Ban R (2009)	PUBMED:19696028	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q15555	A0A024RC33	NP_055083|NP_001243349|NP_001137298|NP_001137299	-	-	-	-	-	-	Homo sapiens	Homo sapiens
720275	9212	22924	114646	116584	-	-	AURKB	MAPRE3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	EB3|EBF3|EBF3-S|RP3	Affinity Capture-Western	physical	Ban R (2009)	PUBMED:19696028	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9UPY8	-	NP_001289979|NP_036458	-	-	-	-	-	-	Homo sapiens	Homo sapiens
725715	126961	9212	126025	114646	-	-	HIST2H3C	AURKB	H3|H3.2|H3/M|H3F2|H3FM|H3FN	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Yamagishi Y (2010)	PUBMED:20929775	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q71DI3	-	NP_066403	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
736412	9212	29127	114646	118892	-	-	AURKB	RACGAP1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CYK4|HsCYK-4|ID-GAP|MgcRacGAP	Biochemical Activity	physical	Toure A (2008)	PUBMED:18201571	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9H0H5	A0A024R136|B2RE34	NP_001306929|NP_001119576|NP_001119575|NP_037409|NP_001306935|NP_001306934|NP_001306928|NP_001306936|NP_001306931|NP_001306930|NP_001306933|NP_001306932	-	-	-	-	-	-	Homo sapiens	Homo sapiens
738001	9212	351	114646	106848	-	-	AURKB	APP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Olah J (2011)	PUBMED:21832049	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796114	22919	9212	116581	114646	-	-	MAPRE1	AURKB	EB1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Two-hybrid	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15691	-	NP_036457	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796115	22919	9212	116581	114646	-	-	MAPRE1	AURKB	EB1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15691	-	NP_036457	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796116	22919	9212	116581	114646	-	-	MAPRE1	AURKB	EB1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15691	-	NP_036457	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796117	9212	22919	114646	116581	-	-	AURKB	MAPRE1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	EB1	Affinity Capture-Western	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q15691	-	NP_036457	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796118	9212	8350	114646	113946	-	-	AURKB	HIST1H3A	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H3/A|H3FA	Biochemical Activity	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P68431	-	NP_003520	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796119	9212	5515	114646	111507	-	-	AURKB	PPP2CA	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	PP2Ac|PP2CA|PP2Calpha|RP-C	Affinity Capture-Western	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P67775	B3KUN1	NP_001341948|NP_002706	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796120	9212	3619	114646	109831	-	-	AURKB	INCENP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Affinity Capture-Western	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9NQS7	-	NP_064623|NP_001035784	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796121	9212	332	114646	106829	-	-	AURKB	BIRC5	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	API4|EPR-1	Affinity Capture-Western	physical	Sun L (2008)	PUBMED:18477699	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796924	9212	2670	114646	108938	-	-	AURKB	GFAP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Biochemical Activity	physical	Kawajiri A (2003)	PUBMED:12686604	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P14136	A7REI1	NP_002046|NP_001124491|NP_001229305|NP_001350775	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796925	9212	1674	114646	108038	-	-	AURKB	DES	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CSM1|CSM2|LGMD2R	Biochemical Activity	physical	Kawajiri A (2003)	PUBMED:12686604	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P17661	Q53SB5	NP_001369639|NP_001369638|NP_001369640|NP_001369641|NP_001369637|NP_001918|NP_001369642	-	-	-	-	-	-	Homo sapiens	Homo sapiens
797776	9212	8350	114646	113946	-	-	AURKB	HIST1H3A	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H3/A|H3FA	Biochemical Activity	physical	Zeitlin SG (2001)	PUBMED:11756469	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P68431	-	NP_003520	-	-	-	-	-	-	Homo sapiens	Homo sapiens
797777	9212	1058	114646	107487	-	-	AURKB	CENPA	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CENP-A|CenH3	Biochemical Activity	physical	Zeitlin SG (2001)	PUBMED:11756469	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P49450	-	NP_001035891|NP_001800	-	-	-	-	-	-	Homo sapiens	Homo sapiens
810362	23468	9212	117030	114646	-	-	CBX5	AURKB	HEL25|HP1|HP1A	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-MS	physical	Nozawa RS (2010)	PUBMED:20562864	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P45973	V9HWG0	NP_001120794|NP_001120793|NP_036249	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
810409	3619	9212	109831	114646	-	-	INCENP	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Nozawa RS (2010)	PUBMED:20562864	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQS7	-	NP_064623|NP_001035784	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
811735	55294	9212	120581	114646	-	-	FBXW7	AURKB	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Teng CL (2012)	PUBMED:23095493	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
811739	9212	55294	114646	120581	-	-	AURKB	FBXW7	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	Affinity Capture-Western	physical	Teng CL (2012)	PUBMED:23095493	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	-	-	-	-	-	-	Homo sapiens	Homo sapiens
815051	55143	9212	120446	114646	-	-	CDCA8	AURKB	BOR|BOREALIN|DasraB|MESRGP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Jeyaprakash AA (2007)	PUBMED:17956729	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q53HL2	-	NP_001243804|NP_060571	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
815057	3619	9212	109831	114646	-	-	INCENP	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Jeyaprakash AA (2007)	PUBMED:17956729	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQS7	-	NP_064623|NP_001035784	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
815845	9212	3619	114646	109831	-	-	AURKB	INCENP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Two-hybrid	physical	Klein UR (2006)	PUBMED:16571674	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9NQS7	-	NP_064623|NP_001035784	-	-	-	-	-	-	Homo sapiens	Homo sapiens
815855	3619	9212	109831	114646	-	-	INCENP	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Klein UR (2006)	PUBMED:16571674	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQS7	-	NP_064623|NP_001035784	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
817160	801	9212	107252	114646	-	-	CALM1	AURKB	CALML2|CAMI|CPVT4|DD132|PHKD|caM	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Mallampalli RK (2013)	PUBMED:23370391	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P62158	B4DJ51|E7ETZ0	NP_001350598|NP_001350599|NP_008819	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
817161	25827	9212	117355	114646	-	-	FBXL2	AURKB	FBL2|FBL3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Mallampalli RK (2013)	PUBMED:23370391	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UKC9	-	NP_036289|NP_001165184	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
